mandala,sukta,name,description
1,104,yoniShTa indra niSha...,
1,105,chandramA apsvantarA...,
1,106,indraM mitraM varuNa...,
1,107,yaj~no devAnAM praty...,
1,108,ya indrAgnI chitrata...,
1,109,vi hyakhyaM manasA,
1,110,tataM me apastadu,
1,111,takShanrathaM suvR^i...,
1,112,ILe dyAvApR^ithivI p...,
1,113,idaM shreShThaM jyot...,
1,114,imA rudrAya tavase,
1,115,chitraM devAnAmudagA...,
1,116,nAsatyAbhyAM barhiri...,
1,117,madhvaH somasyAshvin...,
1,118,A vAM ratho,
1,119,A vAM rathaM,
1,120,kA rAdhaddhotrAshvin...,
1,121,kaditthA nR^I.NH pAt...,
1,122,pra vaH pAntaM,
1,123,pR^ithU ratho dakShi...,
1,124,uShA uchChantI samid...,
1,125,prAtA ratnaM prAtari...,
1,126,amandAnstomAnpra bha...,
1,127,agniM hotAraM manye,
1,128,ayaM jAyata manuSho,
1,129,yaM tvaM rathamindra,
1,130,endra yAhyupa naH,
1,131,indrAya hi dyaurasur...,
1,132,tvayA vayaM maghavan...,
1,133,ubhe punAmi rodasI,
1,134,A tvA juvo,
1,135,stIrNaM barhirupa no,
1,136,pra su jyeShThaM,
1,137,suShumA yAtamadribhi...,
1,138,prapra pUShNastuvijA...,
1,139,astu shrauShaT puro,
1,140,vediShade priyadhAmA...,
1,141,baLitthA tadvapuShe ...,
1,142,samiddho agna A,
1,143,pra tavyasIM navyasI...,
1,144,eti pra hotA,
1,145,taM pR^ichChatA sa,
1,146,trimUrdhAnaM saptara...,
1,147,kathA te agne,
1,148,mathIdyadIM viShTo m...,
1,149,mahaH sa rAya,
1,150,puru tvA dAshvAnvoch...,
1,151,mitraM na yaM,
1,152,yuvaM vastrANi pIvas...,
1,153,yajAmahe vAM mahaH,
1,154,viShNornu kaM vIryAN...,
1,155,pra vaH pAntamandhas...,
1,156,bhavA mitro na,
1,157,abodhyagnirjma udeti...,
1,158,vasU rudrA purumantU,
1,159,pra dyAvA yaj~naiH,
1,160,te hi dyAvApR^ithivI,
1,161,kimu shreShThaH kiM,
1,162,mA no mitro,
1,163,yadakrandaH prathama...,
1,164,asya vAmasya palitas...,Asyavamiya Suktam
1,165,kayA shubhA savayasa...,
1,166,tannu vochAma rabhas...,
1,167,sahasraM ta indrotay...,
1,168,yaj~nAyaj~nA vaH sam...,
1,169,mahashchittvamindra ...,
1,170,na nUnamasti no,
1,171,prati va enA,
1,172,chitro vo.astu yAmas...,
1,173,gAyatsAma nabhanyaM ...,
1,174,tvaM rAjendra ye,
1,175,matsyapAyi te mahaH,
1,176,matsi no vasya{}iShT...,
1,177,A charShaNiprA vR^iS...,
1,178,yaddha syA ta,
1,179,pUrvIrahaM sharadaH ...,
1,180,yuvo rajAMsi suyamAs...,
1,181,kadu preShTAviShAM r...,
1,182,abhUdidaM vayunamo S...,
1,183,taM yu~njAthAM manas...,
1,184,tA vAmadya tAvaparaM,
1,185,katarA pUrvA katarAp...,
1,186,A na iLAbhirvidathe,
1,187,pituM nu stoShaM,
1,188,samiddho adya rAjasi,
1,189,agne naya supathA,
1,190,anarvANaM vR^iShabha...,
1,191,ka~Nkato na ka~Nkato...,
2,1,tvamagne dyubhistvam...,
2,2,yaj~nena vardhata jA...,
2,3,samiddho agnirnihita...,
2,4,huve vaH sudyotmAnaM,
2,5,hotAjaniShTa chetana...,
2,6,imAM me agne,
2,7,shreShThaM yaviShTha...,
2,8,vAjayanniva nU rathA...,
2,9,ni hotA hotR^iShadan...,
2,10,johUtro agniH pratha...,
2,11,shrudhI havamindra m...,
2,12,yo jAta eva,
2,13,R^iturjanitrI tasyA ...,
2,14,adhvaryavo bharatend...,
2,15,pra ghA nvasya,
2,16,pra vaH satAM,
2,17,tadasmai navyama~Ngi...,
2,18,prAtA ratho navo,
2,19,apAyyasyAndhaso madA...,
2,20,vayaM te vaya,
2,21,vishvajite dhanajite...,
2,22,trikadrukeShu mahiSh...,
2,23,gaNAnAM tvA gaNapati...,
2,24,semAmaviDDhi prabhR^...,
2,25,indhAno agniM vanava...,
2,26,R^ijurichChaMso vana...,
2,27,imA gira Adityebhyo,
2,28,idaM kaverAdityasya ...,
2,29,dhR^itavratA AdityA ...,
2,30,R^itaM devAya kR^iNv...,
2,31,asmAkaM mitrAvaruNAv...,
2,32,asya me dyAvApR^ithi...,
2,33,A te pitarmarutAM,
2,34,dhArAvarA maruto dhR...,
2,35,upemasR^ikShi vAjayu...,
2,36,tubhyaM hinvAno vasi...,
2,37,mandasva hotrAdanu j...,
2,38,udu Shya devaH,
2,39,grAvANeva tadidartha...,
2,40,somApUShaNA jananA r...,
2,41,vAyo ye te,
2,42,kanikradajjanuShaM p...,
2,43,pradakShiNidabhi gR^...,
3,1,somasya mA tavasaM,
3,2,vaishvAnarAya dhiSha...,
3,3,vaishvAnarAya pR^ith...,
3,4,samitsamitsumanA bod...,
3,5,pratyagniruShasashch...,
3,6,pra kAravo mananA,
3,7,pra ya AruH,
3,8,a~njanti tvAmadhvare...,
3,9,sakhAyastvA vavR^ima...,
3,10,tvAmagne manIShiNaH ...,
3,11,agnirhotA purohito.a...,
3,12,indrAgnI A gataM,
3,13,pra vo devAyAgnaye,
3,14,A hotA mandro,
3,15,vi pAjasA pR^ithunA,
3,16,ayamagniH suvIryasye...,
3,17,samidhyamAnaH pratha...,
3,18,bhavA no agne,
3,19,agniM hotAraM pra,
3,20,agnimuShasamashvinA ...,
3,21,imaM no yaj~namamR^i...,
3,22,ayaM so agniryasmins...,
3,23,nirmathitaH sudhita ...,
3,24,agne sahasva pR^itan...,
3,25,agne divaH sUnurasi,
3,26,vaishvAnaraM manasAg...,
3,27,pra vo vAjA,
3,28,agne juShasva no,
3,29,astIdamadhimanthanam...,
3,30,ichChanti tvA somyAs...,
3,31,shAsadvahnirduhiturn...,
3,32,indra somaM somapate,
3,33,pra parvatAnAmushatI...,
3,34,indraH pUrbhidAtirad...,
3,35,tiShThA harI ratha,
3,36,imAmU Shu prabhR^iti...,
3,37,vArtrahatyAya shavas...,
3,38,abhi taShTeva dIdhay...,
3,39,indraM matirhR^ida A,
3,40,indra tvA vR^iShabha...,
3,41,A tU na,
3,42,upa naH sutamA,
3,43,A yAhyarvA~Nupa vand...,
3,44,ayaM te astu,
3,45,A mandrairindra hari...,
3,46,yudhmasya te vR^iSha...,
3,47,marutvA.N indra vR^i...,
3,48,sadyo ha jAto,
3,49,shaMsA mahAmindraM y...,
3,50,indraH svAhA pibatu,
3,51,charShaNIdhR^itaM ma...,
3,52,dhAnAvantaM karambhi...,
3,53,indrAparvatA bR^ihat...,
3,54,imaM mahe vidathyAya,
3,55,uShasaH pUrvA adha,
3,56,na tA minanti,
3,57,pra me vivikvA.N,
3,58,dhenuH pratnasya kAm...,
3,59,mitro janAnyAtayati ...,
3,60,iheha vo manasA,
3,61,uSho vAjena vAjini,
3,62,imA u vAM,
4,1,tvAM hyagne sadamits...,
4,2,yo martyeShvamR^ita ...,
4,3,A vo rAjAnamadhvaras...,
4,4,kR^iNuShva pAjaH pra...,
4,5,vaishvAnarAya mILhuS...,
4,6,Urdhva U Shu,
4,7,ayamiha prathamo dhA...,
4,8,dUtaM vo vishvavedas...,
4,9,agne mR^iLa mahA.N,
4,10,agne tamadyAshvaM na,
4,11,bhadraM te agne,
4,12,yastvAmagna inadhate...,
4,13,pratyagniruShasAmagr...,
4,14,pratyagniruShaso jAt...,
4,15,agnirhotA no adhvare,
4,16,A satyo yAtu,
4,17,tvaM mahA.N indra,
4,18,ayaM panthA anuvitta...,
4,19,evA tvAmindra vajrin...,
4,20,A na indro,
4,21,A yAtvindro.avasa up...,
4,22,yanna indro jujuShe,
4,23,kathA mahAmavR^idhat...,
4,24,kA suShTutiH shavasa...,
4,25,ko adya naryo,
4,26,ahaM manurabhavaM sU...,
4,27,garbhe nu sannanveSh...,
4,28,tvA yujA tava,
4,29,A naH stuta,
4,30,nakirindra tvaduttar...,
4,31,kayA nashchitra A,
4,32,A tU na,
4,33,pra R^ibhubhyo dUtam...,
4,34,R^ibhurvibhvA vAja i...,
4,35,ihopa yAta shavaso,
4,36,anashvo jAto anabhIs...,
4,37,upa no vAjA,
4,38,uto hi vAM,
4,39,AshuM dadhikrAM tamu,
4,40,dadhikrAvNa idu nu,
4,41,indrA ko vAM,
4,42,mama dvitA rAShTraM,
4,43,ka u shravatkatamo,
4,44,taM vAM rathaM,
4,45,eSha sya bhAnurudiya...,
4,46,agraM pibA madhUnAM,
4,47,vAyo shukro ayAmi,
4,48,vihi hotrA avItA,
4,49,idaM vAmAsye haviH,
4,50,yastastambha sahasA ...,
4,51,idamu tyatpurutamaM ...,
4,52,prati ShyA sUnarI,
4,53,taddevasya saviturvA...,
4,54,abhUddevaH savitA va...,
4,55,ko vastrAtA vasavaH,
4,56,mahI dyAvApR^ithivI ...,
4,57,kShetrasya patinA va...,
4,58,samudrAdUrmirmadhumA...,
5,1,abodhyagniH samidhA ...,
5,2,kumAraM mAtA yuvatiH,
5,3,tvamagne varuNo jAya...,
5,4,tvAmagne vasupatiM v...,
5,5,susamiddhAya shochiS...,
5,6,agniM taM manye,
5,7,sakhAyaH saM vaH,
5,8,tvAmagna R^itAyavaH ...,
5,9,tvAmagne haviShmanto...,
5,10,agna ojiShThamA bhar...,
5,11,janasya gopA ajaniSh...,
5,12,prAgnaye bR^ihate ya...,
5,13,archantastvA havAmah...,
5,14,agniM stomena bodhay...,
5,15,pra vedhase kavaye,
5,16,bR^ihadvayo hi bhAna...,
5,17,A yaj~nairdeva marty...,
5,18,prAtaragniH purupriy...,
5,19,abhyavasthAH pra jAy...,
5,20,yamagne vAjasAtama t...,
5,21,manuShvattvA ni dhIm...,
5,22,pra vishvasAmannatri...,
5,23,agne sahantamA bhara,
5,24,agne tvaM no,
5,25,achChA vo agnimavase,
5,26,agne pAvaka rochiShA,
5,27,anasvantA satpatirmA...,
5,28,samiddho agnirdivi s...,
5,29,tryaryamA manuSho de...,
5,30,kva sya vIraH,
5,31,indro rathAya pravat...,
5,32,adardarutsamasR^ijo ...,
5,33,mahi mahe tavase,
5,34,ajAtashatrumajarA sv...,
5,35,yaste sAdhiShTho.ava...,
5,36,sa A gamadindro,
5,37,saM bhAnunA yatate,
5,38,uroShTa indra rAdhas...,
5,39,yadindra chitra meha...,
5,40,A yAhyadribhiH sutaM,
5,41,ko nu vAM,
5,42,pra shaMtamA varuNaM,
5,43,A dhenavaH payasA,
5,44,taM pratnathA pUrvat...,
5,45,vidA divo viShyannad...,
5,46,hayo na vidvA.N,
5,47,prayu~njatI diva eti,
5,48,kadu priyAya dhAmne,
5,49,devaM vo adya,
5,50,vishvo devasya netur...,
5,51,agne sutasya pItaye,
5,52,pra shyAvAshva dhR^i...,
5,53,ko veda jAnameShAM,
5,54,pra shardhAya mArutA...,
5,55,prayajyavo maruto bh...,
5,56,agne shardhantamA ga...,
5,57,A rudrAsa indravanta...,
5,58,tamu nUnaM taviShIma...,
5,59,pra vaH spaLakransuv...,
5,60,ILe agniM svavasaM,
5,61,ke ShThA naraH,
5,62,R^itena R^itamapihit...,
5,63,R^itasya gopAvadhi t...,
5,64,varuNaM vo rishAdasa...,
5,65,yashchiketa sa sukra...,
5,66,A chikitAna sukratU,
5,67,baLitthA deva niShkR...,
5,68,pra vo mitrAya,
5,69,trI rochanA varuNa,
5,70,purUruNA chiddhyasty...,
5,71,A no gantaM,
5,72,A mitre varuNe,
5,73,yadadya sthaH parAva...,
5,74,kUShTho devAvashvinA...,
5,75,prati priyatamaM rat...,
5,76,A bhAtyagniruShasAma...,
5,77,prAtaryAvANA pratham...,
5,78,ashvinAveha gachChat...,
5,79,mahe no adya,
5,80,dyutadyAmAnaM bR^iha...,
5,81,yu~njate mana uta,
5,82,tatsaviturvR^iNImahe...,
5,83,achChA vada tavasaM,
5,84,baLitthA parvatAnAM ...,
5,85,pra samrAje bR^ihada...,
5,86,indrAgnI yamavatha u...,
5,87,pra vo mahe,
6,1,tvaM hyagne prathamo,
6,2,tvaM hi kShaitavadya...,
6,3,agne sa kSheShadR^it...,
6,4,yathA hotarmanuSho d...,
6,5,huve vaH sUnuM,
6,6,pra navyasA sahasaH,
6,7,mUrdhAnaM divo arati...,
6,8,pR^ikShasya vR^iShNo...,
6,9,ahashcha kR^iShNamah...,
6,10,puro vo mandraM,
6,11,yajasva hotariShito ...,
6,12,madhye hotA duroNe,
6,13,tvadvishvA subhaga s...,
6,14,agnA yo martyo,
6,15,imamU Shu vo,
6,16,tvamagne yaj~nAnAM h...,
6,17,pibA somamabhi yamug...,
6,18,tamu ShTuhi yo,
6,19,mahA.N indro nR^ivad...,
6,20,dyaurna ya indrAbhi,
6,21,imA u tvA,
6,22,ya eka iddhavyashcha...,
6,23,suta ittvaM nimishla,
6,24,vR^iShA mada indre,
6,25,yA ta UtiravamA,
6,26,shrudhI na indra,
6,27,kimasya made kimvasy...,
6,28,A gAvo agmannuta,
6,29,indraM vo naraH,
6,30,bhUya idvAvR^idhe vI...,
6,31,abhUreko rayipate ra...,
6,32,apUrvyA purutamAnyas...,
6,33,ya ojiShTha indra,
6,34,saM cha tve,
6,35,kadA bhuvanrathakSha...,
6,36,satrA madAsastava vi...,
6,37,arvAgrathaM vishvavA...,
6,38,apAdita udu nashchit...,
6,39,mandrasya kaverdivya...,
6,40,indra piba tubhyaM,
6,41,aheLamAna upa yAhi,
6,42,pratyasmai pipIShate...,
6,43,yasya tyachChambaraM...,
6,44,yo rayivo rayiMtamo,
6,45,ya AnayatparAvataH s...,
6,46,tvAmiddhi havAmahe s...,
6,47,svAduShkilAyaM madhu...,
6,48,yaj~nAyaj~nA vo agna...,
6,49,stuShe janaM suvrata...,
6,50,huve vo devImaditiM,
6,51,udu tyachchakShurmah...,
6,52,na taddivA na,
6,53,vayamu tvA pathaspat...,
6,54,saM pUShanviduShA na...,
6,55,ehi vAM vimucho,
6,56,ya enamAdideshati ka...,
6,57,indrA nu pUShaNA,
6,58,shukraM te anyadyaja...,
6,59,pra nu vochA,
6,60,shnathadvR^itramuta ...,
6,61,iyamadadAdrabhasamR^...,
6,62,stuShe narA divo,
6,63,kva tyA valgU,
6,64,udu shriya uShaso,
6,65,eShA syA no,
6,66,vapurnu tachchikituS...,
6,67,vishveShAM vaH satAM,
6,68,shruShTI vAM yaj~na,
6,69,saM vAM karmaNA,
6,70,ghR^itavatI bhuvanAn...,
6,71,udu Shya devaH,
6,72,indrAsomA mahi tadvA...,
6,73,yo adribhitprathamaj...,
6,74,somArudrA dhArayethA...,
6,75,jImUtasyeva bhavati ...,
7,1,agniM naro dIdhitibh...,
7,2,juShasva naH samidha...,
7,3,agniM vo devamagnibh...,
7,4,pra vaH shukrAya,
7,5,prAgnaye tavase bhar...,
7,6,pra samrAjo asurasya,
7,7,pra vo devaM,
7,8,indhe rAjA samaryo,
7,9,abodhi jAra uShasAmu...,
7,10,uSho na jAraH,
7,11,mahA.N asyadhvarasya...,
7,12,aganma mahA namasA,
7,13,prAgnaye vishvashuch...,
7,14,samidhA jAtavedase d...,
7,15,upasadyAya mILhuSha ...,
7,16,enA vo agniM,
7,17,agne bhava suShamidh...,
7,18,tve ha yatpitarashch...,
7,19,yastigmashR^i~Ngo vR...,
7,20,ugro jaj~ne vIryAya,
7,21,asAvi devaM goR^ijIk...,
7,22,pibA somamindra mand...,
7,23,udu brahmANyairata s...,
7,24,yoniShTa indra sadan...,
7,25,A te maha,
7,26,na soma indramasuto,
7,27,indraM naro nemadhit...,
7,28,brahmA Na indropa,
7,29,ayaM soma indra,
7,30,A no deva,
7,31,pra va indrAya,
7,32,mo Shu tvA,
7,33,shvitya~ncho mA dakS...,
7,34,pra shukraitu devI,
7,35,shaM na indrAgnI,
7,36,pra brahmaitu sadanA...,
7,37,A vo vAhiShTho,
7,38,udu Shya devaH,
7,39,Urdhvo agniH sumatiM,
7,40,o shruShTirvidathyA ...,
7,41,prAtaragniM prAtarin...,
7,42,pra brahmANo a~Ngira...,
7,43,pra vo yaj~neShu,
7,44,dadhikrAM vaH pratha...,
7,45,A devo yAtu,
7,46,imA rudrAya sthiradh...,
7,47,Apo yaM vaH,
7,48,R^ibhukShaNo vAjA mA...,
7,49,samudrajyeShThAH sal...,
7,50,A mAM mitrAvaruNeha,
7,51,AdityAnAmavasA nUtan...,
7,52,AdityAso aditayaH sy...,
7,53,pra dyAvA yaj~naiH,
7,54,vAstoShpate prati jA...,
7,55,amIvahA vAstoShpate ...,
7,56,ka IM vyaktA,
7,57,madhvo vo nAma,
7,58,pra sAkamukShe archa...,
7,59,yaM trAyadhva idamid...,
7,60,yadadya sUrya bravo....,
7,61,udvAM chakShurvaruNa...,
7,62,utsUryo bR^ihadarchI...,
7,63,udveti subhago vishv...,
7,64,divi kShayantA rajas...,
7,65,prati vAM sUra,
7,66,pra mitrayorvaruNayo...,
7,67,prati vAM rathaM,
7,68,A shubhrA yAtamashvi...,
7,69,A vAM ratho,
7,70,A vishvavArAshvinA g...,
7,71,apa svasuruShaso nag...,
7,72,A gomatA nAsatyA,
7,73,atAriShma tamasaspAr...,
7,74,imA u vAM,
7,75,vyuShA Avo divijA,
7,76,udu jyotiramR^itaM v...,
7,77,upo ruruche yuvatirn...,
7,78,prati ketavaH pratha...,
7,79,vyuShA AvaH pathyA,
7,80,prati stomebhiruShas...,
7,81,pratyu adarshyAyatyu...,
7,82,indrAvaruNA yuvamadh...,
7,83,yuvAM narA pashyamAn...,
7,84,A vAM rAjAnAvadhvare,
7,85,punIShe vAmarakShasa...,
7,86,dhIrA tvasya mahinA,
7,87,radatpatho varuNaH s...,
7,88,pra shundhyuvaM varu...,
7,89,mo Shu varuNa,
7,90,pra vIrayA shuchayo,
7,91,kuvida~Nga namasA ye,
7,92,A vAyo bhUSha,
7,93,shuchiM nu stomaM,
7,94,iyaM vAmasya manmana,
7,95,pra kShodasA dhAyasA,
7,96,bR^ihadu gAyiShe vac...,
7,97,yaj~ne divo nR^iShad...,
7,98,adhvaryavo.aruNaM du...,
7,99,paro mAtrayA tanvA,
7,100,nU marto dayate,
7,101,tisro vAchaH pra,
7,102,parjanyAya pra gAyat...,
7,103,saMvatsaraM shashayA...,
7,104,indrAsomA tapataM ra...,
8,1,mA chidanyadvi shaMs...,
8,2,idaM vaso sutamandha...,
8,3,pibA sutasya rasino,
8,4,yadindra prAgapAguda...,
8,5,dUrAdiheva yatsatyar...,
8,6,mahA.N indro ya,
8,7,pra yadvastriShTubha...,
8,8,A no vishvAbhirUtibh...,
8,9,A nUnamashvinA yuvaM,
8,10,yatstho dIrghaprasad...,
8,11,tvamagne vratapA asi,
8,12,ya indra somapAtamo,
8,13,indraH suteShu someS...,
8,14,yadindrAhaM yathA tv...,
8,15,tamvabhi pra gAyata,
8,16,pra samrAjaM charSha...,
8,17,A yAhi suShumA,
8,18,idaM ha nUnameShAM,
8,19,taM gUrdhayA svarNar...,
8,20,A gantA mA,
8,21,vayamu tvAmapUrvya s...,
8,22,o tyamahva A,
8,23,ILiShvA hi pratIvyaM,
8,24,sakhAya A shiShAmahi,
8,25,tA vAM vishvasya,
8,26,yuvoru ShU rathaM,
8,27,agnirukthe purohito ...,
8,28,ye triMshati trayasp...,
8,29,babhrureko viShuNaH ...,
8,30,nahi vo astyarbhako,
8,31,yo yajAti yajAta,
8,32,pra kR^itAnyR^ijIShi...,
8,33,vayaM gha tvA,
8,34,endra yAhi haribhiru...,
8,35,agninendreNa varuNen...,
8,36,avitAsi sunvato vR^i...,
8,37,predaM brahma vR^itr...,
8,38,yaj~nasya hi stha,
8,39,agnimastoShyR^igmiya...,
8,40,indrAgnI yuvaM su,
8,41,asmA U Shu,
8,42,astabhnAddyAmasuro v...,
8,43,ime viprasya vedhaso...,
8,44,samidhAgniM duvasyat...,
8,45,A ghA ye,
8,46,tvAvataH purUvaso va...,
8,47,mahi vo mahatAmavo,
8,48,svAdorabhakShi vayas...,
8,49,abhi pra vaH,
8,50,pra su shrutaM,
8,51,yathA manau sAMvaraN...,
8,52,yathA manau vivasvat...,
8,53,upamaM tvA maghonAM,
8,54,etatta indra vIryaM,
8,55,bhUrIdindrasya vIrya...,
8,56,prati te dasyave,
8,57,yuvaM devA kratunA,
8,58,yamR^itvijo bahudhA ...,
8,59,imAni vAM bhAgadheyA...,
8,60,agna A yAhyagnibhirh...,
8,61,ubhayaM shR^iNavachc...,
8,62,pro asmA upastutiM,
8,63,sa pUrvyo mahAnAM,
8,64,uttvA mandantu stomA...,
8,65,yadindra prAgapAguda...,
8,66,tarobhirvo vidadvasu...,
8,67,tyAnnu kShatriyA.N a...,
8,68,A tvA rathaM,
8,69,prapra vastriShTubha...,
8,70,yo rAjA charShaNInAM,
8,71,tvaM no agne,
8,72,haviShkR^iNudhvamA g...,
8,73,udIrAthAmR^itAyate y...,
8,74,vishovisho vo atithi...,
8,75,yukShvA hi devahUtam...,
8,76,imaM nu mAyinaM,
8,77,jaj~nAno nu shatakra...,
8,78,puroLAshaM no andhas...,
8,79,ayaM kR^itnuragR^ibh...,
8,80,nahyanyaM baLAkaraM ...,
8,81,A tU na,
8,82,A pra drava,
8,83,devAnAmidavo mahatta...,
8,84,preShThaM vo atithiM,
8,85,A me havaM,
8,86,ubhA hi dasrA,
8,87,dyumnI vAM stomo,
8,88,taM vo dasmamR^itISh...,
8,89,bR^ihadindrAya gAyat...,
8,90,A no vishvAsu,
8,91,kanyA vAravAyatI som...,
8,92,pAntamA vo andhasa,
8,93,udghedabhi shrutAmag...,
8,94,gaurdhayati marutAM ...,
8,95,A tvA giro,
8,96,asmA uShAsa Atiranta,
8,97,yA indra bhuja,
8,98,indrAya sAma gAyata,
8,99,tvAmidA hyo naro.apI...,
8,100,ayaM ta emi,
8,101,R^idhagitthA sa mart...,
8,102,tvamagne bR^ihadvayo...,
8,103,adarshi gAtuvittamo ...,
9,1,svAdiShThayA madiShT...,
9,2,pavasva devavIrati p...,
9,3,eSha devo amartyaH,
9,4,sanA cha soma,
9,5,samiddho vishvataspa...,
9,6,mandrayA soma dhAray...,
9,7,asR^igramindavaH pat...,
9,8,ete somA abhi,
9,9,pari priyA divaH,
9,10,pra svAnAso rathA,
9,11,upAsmai gAyatA naraH,
9,12,somA asR^igramindava...,
9,13,somaH punAno arShati,
9,14,pari prAsiShyadatkav...,
9,15,eSha dhiyA yAtyaNvyA,
9,16,pra te sotAra,
9,17,pra nimneneva sindha...,
9,18,pari suvAno giriShTh...,
9,19,yatsoma chitramukthy...,
9,20,pra kavirdevavItaye....,
9,21,ete dhAvantIndavaH s...,
9,22,ete somAsa Ashavo,
9,23,somA asR^igramAshavo...,
9,24,pra somAso adhanviSh...,
9,25,pavasva dakShasAdhan...,
9,26,tamamR^ikShanta vAji...,
9,27,eSha kavirabhiShTuta...,
9,28,eSha vAjI hito,
9,29,prAsya dhArA akShara...,
9,30,pra dhArA asya,
9,31,pra somAsaH svAdhyaH,
9,32,pra somAso madachyut...,
9,33,pra somAso vipashchi...,
9,34,pra suvAno dhArayA,
9,35,A naH pavasva,
9,36,asarji rathyo yathA,
9,37,sa sutaH pItaye,
9,38,eSha u sya,
9,39,AshurarSha bR^ihanma...,
9,40,punAno akramIdabhi v...,
9,41,pra ye gAvo,
9,42,janayanrochanA divo ...,
9,43,yo atya iva,
9,44,pra Na indo,
9,45,sa pavasva madAya,
9,46,asR^igrandevavItaye....,
9,47,ayA somaH sukR^ityay...,
9,48,taM tvA nR^imNAni,
9,49,pavasva vR^iShTimA s...,
9,50,utte shuShmAsa Irate,
9,51,adhvaryo adribhiH su...,
9,52,pari dyukShaH sanadr...,
9,53,utte shuShmAso asthU,
9,54,asya pratnAmanu dyut...,
9,55,yavaMyavaM no andhas...,
9,56,pari soma R^itaM,
9,57,pra te dhArA,
9,58,taratsa mandI dhAvat...,
9,59,pavasva gojidashvaji...,
9,60,pra gAyatreNa gAyata,
9,61,ayA vItI pari,
9,62,ete asR^igramindavas...,
9,63,A pavasva sahasriNaM,
9,64,vR^iShA soma dyumA.N,
9,65,hinvanti sUramusraya...,
9,66,pavasva vishvacharSh...,
9,67,tvaM somAsi dhArayur...,
